調査年 コード,調査年,JCODE,地域,ALL,U14,A15.64,O65,U17
2020100000,2020年度,20452,長野県 筑北村,"4,149",314,"1,905","1,930",442
2020100000,2020年度,20481,長野県 池田町,"9,382",926,"4,730","3,708","1,191"
2020100000,2020年度,20482,長野県 松川村,"9,599","1,069","5,188","3,305","1,364"
2020100000,2020年度,20485,長野県 白馬村,"8,575",961,"4,726","2,785","1,211"
2020100000,2020年度,20486,長野県 小谷村,"2,647",269,"1,364","1,014",317
2020100000,2020年度,20521,長野県 坂城町,"14,004","1,530","7,333","5,018","1,921"
2020100000,2020年度,20541,長野県 小布施町,"10,660","1,396","5,504","3,748","1,716"
2020100000,2020年度,20543,長野県 高山村,"6,617",718,"3,458","2,441",924
2020100000,2020年度,20561,長野県 山ノ内町,"11,352",976,"5,580","4,762","1,248"
2020100000,2020年度,20562,長野県 木島平村,"4,375",470,"2,074","1,761",585
2020100000,2020年度,20563,長野県 野沢温泉村,"3,279",375,"1,629","1,257",442
2020100000,2020年度,20583,長野県 信濃町,"7,739",661,"3,661","3,416",851
2020100000,2020年度,20588,長野県 小川村,"2,215",188,"1,010","1,017",237
2020100000,2020年度,20590,長野県 飯綱町,"10,296","1,019","5,094","4,182","1,248"
2020100000,2020年度,20602,長野県 栄村,"1,660",103,654,902,135
2020100000,2020年度,21201,岐阜県 岐阜市,"402,557","45,760","219,393","113,093","56,433"
2020100000,2020年度,21202,岐阜県 大垣市,"158,286","20,339","92,709","43,465","24,956"
2020100000,2020年度,21203,岐阜県 高山市,"84,419","10,547","45,399","28,093","13,054"
2020100000,2020年度,21204,岐阜県 多治見市,"106,732","12,253","60,458","33,321","15,207"
2020100000,2020年度,21205,岐阜県 関市,"85,283","10,487","47,961","25,999","13,025"
2020100000,2020年度,21206,岐阜県 中津川市,"76,570","9,113","41,736","24,980","11,297"
2020100000,2020年度,21207,岐阜県 美濃市,"19,247","2,112","10,121","6,973","2,569"
2020100000,2020年度,21208,岐阜県 瑞浪市,"37,150","4,187","21,105","11,639","5,544"
2020100000,2020年度,21209,岐阜県 羽島市,"65,649","8,480","38,380","18,140","10,463"
2020100000,2020年度,21210,岐阜県 恵那市,"47,774","5,499","25,118","16,856","6,814"
2020100000,2020年度,21211,岐阜県 美濃加茂市,"56,689","8,277","32,868","12,916","10,026"
2020100000,2020年度,21212,岐阜県 土岐市,"55,348","6,553","30,878","17,692","8,016"
2020100000,2020年度,21213,岐阜県 各務原市,"144,521","18,832","83,147","40,954","23,098"
2020100000,2020年度,21214,岐阜県 可児市,"99,968","12,949","57,717","27,764","15,956"
2020100000,2020年度,21215,岐阜県 山県市,"25,280","2,616","13,520","9,115","3,316"
2020100000,2020年度,21216,岐阜県 瑞穂市,"56,388","8,590","34,645","11,829","10,261"
2020100000,2020年度,21217,岐阜県 飛騨市,"22,538","2,393","11,032","9,102","3,030"
2020100000,2020年度,21218,岐阜県 本巣市,"32,928","4,187","18,511","10,038","5,532"
2020100000,2020年度,21219,岐阜県 郡上市,"38,997","4,575","19,746","14,612","5,595"
2020100000,2020年度,21220,岐阜県 下呂市,"30,428","3,246","14,670","12,298","4,008"
2020100000,2020年度,21221,岐阜県 海津市,"32,735","3,270","18,152","11,257","4,219"
2020100000,2020年度,21302,岐阜県 岐南町,"25,881","3,774","15,941","5,822","4,565"
2020100000,2020年度,21303,岐阜県 笠松町,"22,208","2,740","13,011","6,210","3,361"
2020100000,2020年度,21341,岐阜県 養老町,"26,882","2,848","14,822","9,162","3,666"
2020100000,2020年度,21361,岐阜県 垂井町,"26,402","3,272","14,765","8,280","4,083"
2020100000,2020年度,21362,岐阜県 関ケ原町,"6,610",584,"3,338","2,649",750
2020100000,2020年度,21381,岐阜県 神戸町,"18,585","2,177","10,309","5,973","2,784"
2020100000,2020年度,21382,岐阜県 輪之内町,"9,654","1,300","5,753","2,571","1,619"
2020100000,2020年度,21383,岐阜県 安八町,"14,355","1,875","8,306","4,111","2,355"
2020100000,2020年度,21401,岐阜県 揖斐川町,"19,529","1,993","10,003","7,523","2,557"
2020100000,2020年度,21403,岐阜県 大野町,"22,041","2,794","12,579","6,608","3,586"
2020100000,2020年度,21404,岐阜県 池田町,"23,360","2,976","13,427","6,911","3,740"
2020100000,2020年度,21421,岐阜県 北方町,"18,139","2,501","11,063","4,455","3,086"
2020100000,2020年度,21501,岐阜県 坂祝町,"8,071","1,046","4,686","2,254","1,249"
2020100000,2020年度,21502,岐阜県 富加町,"5,626",792,"3,016","1,817",935
2020100000,2020年度,21503,岐阜県 川辺町,"9,860","1,239","5,449","3,158","1,518"
2020100000,2020年度,21504,岐阜県 七宗町,"3,402",283,"1,551","1,568",356
2020100000,2020年度,21505,岐阜県 八百津町,"10,195",999,"5,089","4,097","1,286"
2020100000,2020年度,21506,岐阜県 白川町,"7,412",586,"3,355","3,471",752
2020100000,2020年度,21507,岐阜県 東白川村,"2,016",185,921,910,224
2020100000,2020年度,21521,岐阜県 御嵩町,"17,516","2,090","9,755","5,565","2,566"
2020100000,2020年度,21604,岐阜県 白川村,"1,511",201,810,500,237
2020100000,2020年度,22100,静岡県 静岡市,"693,389","78,274","395,897","209,628","96,390"
2020100000,2020年度,22101,静岡県 静岡市 葵区,"249,297","29,111","139,810","77,416","35,622"
2020100000,2020年度,22102,静岡県 静岡市 駿河区,"213,026","24,659","127,440","56,905","30,080"
2020100000,2020年度,22103,静岡県 静岡市 清水区,"231,066","24,504","128,647","75,307","30,688"
2020100000,2020年度,22130,静岡県 浜松市,"790,718","101,461","457,684","220,925","123,775"
2020100000,2020年度,22131,静岡県 浜松市 中区,"235,240","28,418","140,830","61,237","34,487"
2020100000,2020年度,22132,静岡県 浜松市 東区,"129,356","17,561","76,244","33,468","21,272"
2020100000,2020年度,22133,静岡県 浜松市 西区,"108,160","14,077","62,135","31,556","17,628"
2020100000,2020年度,22134,静岡県 浜松市 南区,"99,769","12,600","58,124","27,257","15,460"
2020100000,2020年度,22135,静岡県 浜松市 北区,"92,688","11,798","51,576","28,530","14,409"
2020100000,2020年度,22136,静岡県 浜松市 浜北区,"98,779","14,931","56,439","26,694","17,907"
2020100000,2020年度,22137,静岡県 浜松市 天竜区,"26,726","2,076","12,336","12,183","2,612"
2020100000,2020年度,22203,静岡県 沼津市,"189,386","19,162","107,423","60,488","24,190"
2020100000,2020年度,22205,静岡県 熱海市,"34,208","1,993","15,252","16,376","2,538"
2020100000,2020年度,22206,静岡県 三島市,"107,783","13,054","61,582","31,677","16,124"
2020100000,2020年度,22207,静岡県 富士宮市,"128,105","15,768","73,531","37,925","19,498"
2020100000,2020年度,22208,静岡県 伊東市,"65,491","5,503","30,839","27,965","6,962"
2020100000,2020年度,22209,静岡県 島田市,"95,719","12,022","53,013","30,176","14,690"
2020100000,2020年度,22210,静岡県 富士市,"245,392","30,431","143,917","69,314","37,549"
2020100000,2020年度,22211,静岡県 磐田市,"166,672","21,544","94,843","47,581","26,324"
2020100000,2020年度,22212,静岡県 焼津市,"136,845","16,571","78,621","40,865","20,520"
2020100000,2020年度,22213,静岡県 掛川市,"114,954","15,655","66,367","32,043","18,881"
2020100000,2020年度,22214,静岡県 藤枝市,"141,342","18,165","79,594","42,602","22,321"
2020100000,2020年度,22215,静岡県 御殿場市,"86,614","11,327","52,570","22,176","14,028"
2020100000,2020年度,22216,静岡県 袋井市,"87,864","12,764","52,796","21,310","15,382"
2020100000,2020年度,22219,静岡県 下田市,"20,183","1,684","9,887","8,535","2,118"
2020100000,2020年度,22220,静岡県 裾野市,"50,911","6,853","30,028","13,667","8,386"
2020100000,2020年度,22221,静岡県 湖西市,"57,885","6,973","34,646","16,070","8,711"
2020100000,2020年度,22222,静岡県 伊豆市,"28,190","2,328","13,861","11,999","3,013"
2020100000,2020年度,22223,静岡県 御前崎市,"31,103","3,673","17,564","9,537","4,541"
2020100000,2020年度,22224,静岡県 菊川市,"47,789","6,711","27,785","12,864","8,139"
2020100000,2020年度,22225,静岡県 伊豆の国市,"46,804","5,328","25,354","15,750","6,647"
2020100000,2020年度,22226,静岡県 牧之原市,"43,502","5,064","24,348","13,834","6,228"
2020100000,2020年度,22301,静岡県 東伊豆町,"11,488",774,"5,189","5,516",998
2020100000,2020年度,22302,静岡県 河津町,"6,870",644,"3,266","2,960",810
2020100000,2020年度,22304,静岡県 南伊豆町,"7,877",659,"3,339","3,873",833
2020100000,2020年度,22305,静岡県 松崎町,"6,038",463,"2,620","2,948",571
2020100000,2020年度,22306,静岡県 西伊豆町,"7,090",435,"2,972","3,654",593
2020100000,2020年度,22325,静岡県 函南町,"36,794","4,286","20,397","12,069","5,289"
2020100000,2020年度,22341,静岡県 清水町,"31,710","4,012","19,101","8,285","4,973"
2020100000,2020年度,22342,静岡県 長泉町,"43,336","6,880","26,520","9,556","8,365"
2020100000,2020年度,22344,静岡県 小山町,"18,568","2,165","10,794","5,569","2,571"
2020100000,2020年度,22424,静岡県 吉田町,"28,919","3,689","17,590","7,468","4,532"
2020100000,2020年度,22429,静岡県 川根本町,"6,206",403,"2,727","3,076",552
2020100000,2020年度,22461,静岡県 森町,"17,457","2,005","9,341","6,001","2,519"
2020100000,2020年度,23100,愛知県 名古屋市,"2,332,176","275,484","1,388,348","566,154","330,162"
2020100000,2020年度,23101,愛知県 名古屋市 千種区,"165,245","19,283","101,329","39,379","22,911"
2020100000,2020年度,23102,愛知県 名古屋市 東区,"84,392","9,642","53,876","17,986","11,069"
2020100000,2020年度,23103,愛知県 名古屋市 北区,"162,956","17,222","98,464","47,154","20,836"
2020100000,2020年度,23104,愛知県 名古屋市 西区,"151,082","16,979","93,632","35,800","20,445"
2020100000,2020年度,23105,愛知県 名古屋市 中村区,"138,599","12,848","83,337","35,868","15,226"
2020100000,2020年度,23106,愛知県 名古屋市 中区,"93,100","5,716","48,598","15,440","6,605"
2020100000,2020年度,23107,愛知県 名古屋市 昭和区,"107,599","13,014","66,597","25,086","15,295"
2020100000,2020年度,23108,愛知県 名古屋市 瑞穂区,"108,332","12,066","57,233","26,996","14,355"
2020100000,2020年度,23109,愛知県 名古屋市 熱田区,"66,957","6,774","40,539","17,269","8,122"
2020100000,2020年度,23110,愛知県 名古屋市 中川区,"220,728","25,896","135,275","54,337","31,474"
2020100000,2020年度,23111,愛知県 名古屋市 港区,"143,715","16,363","81,593","39,032","20,236"
2020100000,2020年度,23112,愛知県 名古屋市 南区,"134,510","14,261","79,069","40,043","17,220"
2020100000,2020年度,23113,愛知県 名古屋市 守山区,"176,587","24,936","99,649","42,753","29,835"
2020100000,2020年度,23114,愛知県 名古屋市 緑区,"248,802","37,454","151,029","56,715","45,002"
2020100000,2020年度,23115,愛知県 名古屋市 名東区,"164,755","22,683","97,071","35,530","27,047"
2020100000,2020年度,23116,愛知県 名古屋市 天白区,"164,817","20,347","101,057","36,766","24,484"
2020100000,2020年度,23201,愛知県 豊橋市,"371,920","48,558","221,467","95,757","59,389"
2020100000,2020年度,23202,愛知県 岡崎市,"384,654","54,174","234,846","89,678","65,391"
2020100000,2020年度,23203,愛知県 一宮市,"380,073","48,805","221,207","102,543","60,012"
2020100000,2020年度,23204,愛知県 瀬戸市,"127,792","15,806","72,686","38,195","19,332"
2020100000,2020年度,23205,愛知県 半田市,"117,884","15,247","72,492","28,591","18,692"
2020100000,2020年度,23206,愛知県 春日井市,"308,681","40,928","182,975","79,532","50,057"
2020100000,2020年度,23207,愛知県 豊川市,"184,661","25,338","109,442","48,237","30,745"
2020100000,2020年度,23208,愛知県 津島市,"60,942","6,588","35,520","18,299","8,418"
2020100000,2020年度,23209,愛知県 碧南市,"72,458","9,872","44,522","17,247","12,150"
2020100000,2020年度,23210,愛知県 刈谷市,"153,834","20,887","96,421","31,028","25,028"
2020100000,2020年度,23211,愛知県 豊田市,"422,330","56,365","261,645","97,411","69,200"
2020100000,2020年度,23212,愛知県 安城市,"187,990","27,665","119,010","39,497","33,444"
2020100000,2020年度,23213,愛知県 西尾市,"169,046","23,576","100,848","43,373","28,586"
2020100000,2020年度,23214,愛知県 蒲郡市,"79,538","9,583","45,717","23,404","11,969"
2020100000,2020年度,23215,愛知県 犬山市,"73,090","8,825","42,172","21,416","11,006"
2020100000,2020年度,23216,愛知県 常滑市,"58,710","8,495","34,460","14,737","10,068"
2020100000,2020年度,23217,愛知県 江南市,"98,255","11,679","54,529","26,630","14,390"
2020100000,2020年度,23219,愛知県 小牧市,"148,831","19,321","91,387","37,160","23,590"
2020100000,2020年度,23220,愛知県 稲沢市,"134,751","17,241","79,173","37,287","21,069"
2020100000,2020年度,23221,愛知県 新城市,"44,355","4,732","23,319","16,032","6,025"
2020100000,2020年度,23222,愛知県 東海市,"113,787","16,453","69,809","25,005","19,794"
2020100000,2020年度,23223,愛知県 大府市,"93,123","14,194","57,143","19,927","16,907"
2020100000,2020年度,23224,愛知県 知多市,"84,364","10,966","49,179","23,461","13,457"
2020100000,2020年度,23225,愛知県 知立市,"72,193","9,755","46,716","14,360","11,861"
2020100000,2020年度,23226,愛知県 尾張旭市,"83,144","11,404","49,283","21,475","13,921"
2020100000,2020年度,23227,愛知県 高浜市,"46,106","6,997","29,738","8,896","8,440"
2020100000,2020年度,23228,愛知県 岩倉市,"47,983","5,890","28,702","11,995","7,126"
2020100000,2020年度,23229,愛知県 豊明市,"69,295","8,577","41,574","18,123","10,505"
2020100000,2020年度,23230,愛知県 日進市,"91,520","13,492","51,836","18,044","15,970"
2020100000,2020年度,23231,愛知県 田原市,"59,360","7,422","33,453","16,698","9,028"
2020100000,2020年度,23232,愛知県 愛西市,"60,829","6,865","34,544","19,192","8,731"
2020100000,2020年度,23233,愛知県 清須市,"67,352","8,696","36,320","15,188","10,259"
2020100000,2020年度,23234,愛知県 北名古屋市,"86,385","12,192","52,510","20,797","14,733"
2020100000,2020年度,23235,愛知県 弥富市,"43,025","5,294","25,765","11,260","6,539"
2020100000,2020年度,23236,愛知県 みよし市,"61,952","8,981","40,028","11,234","11,272"
2020100000,2020年度,23237,愛知県 あま市,"86,126","11,511","51,573","23,031","14,144"
2020100000,2020年度,23238,愛知県 長久手市,"60,162","10,084","36,234","9,840","11,830"
2020100000,2020年度,23302,愛知県 東郷町,"43,903","6,537","26,144","10,206","7,976"
2020100000,2020年度,23342,愛知県 豊山町,"15,613","2,285","8,756","3,444","2,718"
2020100000,2020年度,23361,愛知県 大口町,"24,305","3,456","13,797","5,769","4,128"
2020100000,2020年度,23362,愛知県 扶桑町,"34,133","4,616","20,033","8,992","5,621"
2020100000,2020年度,23424,愛知県 大治町,"32,399","4,890","19,868","6,667","5,857"
2020100000,2020年度,23425,愛知県 蟹江町,"37,338","4,552","22,565","9,473","5,490"
2020100000,2020年度,23427,愛知県 飛島村,"4,575",647,"2,504","1,419",771
2020100000,2020年度,23441,愛知県 阿久比町,"28,383","4,817","15,837","7,513","5,551"
2020100000,2020年度,23442,愛知県 東浦町,"49,596","6,701","29,566","12,836","8,133"
2020100000,2020年度,23445,愛知県 南知多町,"16,617","1,471","8,614","6,451","1,831"
2020100000,2020年度,23446,愛知県 美浜町,"22,496","2,216","12,971","6,820","2,841"
2020100000,2020年度,23447,愛知県 武豊町,"43,535","5,869","26,033","10,795","7,229"
2020100000,2020年度,23501,愛知県 幸田町,"42,449","6,979","26,024","9,198","8,310"
2020100000,2020年度,23561,愛知県 設楽町,"4,437",328,"1,828","2,263",412
2020100000,2020年度,23562,愛知県 東栄町,"2,942",256,"1,176","1,490",297
2020100000,2020年度,23563,愛知県 豊根村,"1,017",80,404,533,97
2020100000,2020年度,24201,三重県 津市,"274,537","33,180","156,532","80,745","40,883"
2020100000,2020年度,24202,三重県 四日市市,"305,424","37,575","184,945","78,647","45,988"
2020100000,2020年度,24203,三重県 伊勢市,"122,765","14,205","68,102","39,098","17,640"
2020100000,2020年度,24204,三重県 松阪市,"159,145","19,629","90,248","47,785","24,240"
2020100000,2020年度,24205,三重県 桑名市,"138,613","17,826","81,466","37,083","21,898"
2020100000,2020年度,24207,三重県 鈴鹿市,"195,670","22,929","108,792","47,973","28,559"
2020100000,2020年度,24208,三重県 名張市,"76,387","9,146","41,820","24,835","11,401"
2020100000,2020年度,24209,三重県 尾鷲市,"16,252","1,396","7,323","7,122","1,707"
2020100000,2020年度,24210,三重県 亀山市,"49,835","6,292","26,400","12,773","7,604"
2020100000,2020年度,24211,三重県 鳥羽市,"17,525","1,596","8,890","6,885","2,110"
2020100000,2020年度,24212,三重県 熊野市,"15,965","1,525","7,265","7,113","1,870"
2020100000,2020年度,24214,三重県 いなべ市,"44,973","5,479","26,529","12,301","6,704"
2020100000,2020年度,24215,三重県 志摩市,"46,057","3,968","22,746","18,818","5,008"
2020100000,2020年度,24216,三重県 伊賀市,"88,766","9,603","47,834","28,933","12,003"
2020100000,2020年度,24303,三重県 木曽岬町,"6,023",540,"3,118","2,010",678
2020100000,2020年度,24324,三重県 東員町,"25,784","3,520","14,229","8,011","4,216"
2020100000,2020年度,24341,三重県 菰野町,"40,559","5,598","23,816","10,630","6,822"
2020100000,2020年度,24343,三重県 朝日町,"11,021","2,069","6,797","2,104","2,574"
2020100000,2020年度,24344,三重県 川越町,"15,123","2,173","10,045","2,848","2,604"
2020100000,2020年度,24441,三重県 多気町,"14,021","1,752","7,320","4,848","2,139"
2020100000,2020年度,24442,三重県 明和町,"22,445","2,906","12,450","7,009","3,569"
2020100000,2020年度,24443,三重県 大台町,"8,668",807,"4,093","3,755","1,116"
2020100000,2020年度,24461,三重県 玉城町,"15,041","2,096","8,548","4,258","2,587"
2020100000,2020年度,24470,三重県 度会町,"7,847",878,"4,120","2,834","1,087"
2020100000,2020年度,24471,三重県 大紀町,"7,815",565,"3,312","3,934",735
2020100000,2020年度,24472,三重県 南伊勢町,"10,989",648,"4,442","5,867",798
2020100000,2020年度,24543,三重県 紀北町,"14,604","1,165","6,692","6,686","1,465"
2020100000,2020年度,24561,三重県 御浜町,"8,079",859,"3,916","3,301","1,071"
2020100000,2020年度,24562,三重県 紀宝町,"10,321","1,165","5,262","3,867","1,436"
2020100000,2020年度,25201,滋賀県 大津市,"345,070","45,482","200,166","90,578","55,619"
2020100000,2020年度,25202,滋賀県 彦根市,"113,647","14,888","67,948","28,299","18,155"
2020100000,2020年度,25203,滋賀県 長浜市,"113,636","14,546","63,648","32,349","17,896"
2020100000,2020年度,25204,滋賀県 近江八幡市,"81,122","11,335","46,578","22,493","13,649"
2020100000,2020年度,25206,滋賀県 草津市,"143,913","19,712","86,272","30,057","23,506"
2020100000,2020年度,25207,滋賀県 守山市,"83,236","13,642","50,266","18,098","16,472"
2020100000,2020年度,25208,滋賀県 栗東市,"68,820","11,355","43,973","13,138","13,743"
2020100000,2020年度,25209,滋賀県 甲賀市,"88,358","11,240","50,912","24,909","13,964"
2020100000,2020年度,25210,滋賀県 野洲市,"50,513","7,139","29,647","13,189","8,634"
2020100000,2020年度,25211,滋賀県 湖南市,"54,460","7,187","33,062","13,387","8,784"
2020100000,2020年度,25212,滋賀県 高島市,"46,377","4,959","24,449","16,648","6,151"
2020100000,2020年度,25213,滋賀県 東近江市,"112,819","15,176","65,768","30,209","18,613"
2020100000,2020年度,25214,滋賀県 米原市,"37,225","4,759","20,960","11,058","5,851"
2020100000,2020年度,25383,滋賀県 日野町,"20,964","2,575","11,656","6,424","3,147"
2020100000,2020年度,25384,滋賀県 竜王町,"11,789","1,506","6,897","3,315","1,830"
2020100000,2020年度,25425,滋賀県 愛荘町,"20,893","3,150","11,474","4,595","3,786"
2020100000,2020年度,25441,滋賀県 豊郷町,"7,132","1,035","4,069","1,983","1,271"
2020100000,2020年度,25442,滋賀県 甲良町,"6,362",714,"3,477","2,118",921
2020100000,2020年度,25443,滋賀県 多賀町,"7,274",969,"3,559","2,464","1,153"
2020100000,2020年度,26100,京都府 京都市,"1,463,723","153,005","847,046","394,406","186,671"
2020100000,2020年度,26101,京都府 京都市 北区,"117,165","11,696","65,757","32,695","14,293"
2020100000,2020年度,26102,京都府 京都市 上京区,"83,832","7,021","51,097","22,094","8,616"
2020100000,2020年度,26103,京都府 京都市 左京区,"166,039","17,068","94,764","44,736","20,595"
2020100000,2020年度,26104,京都府 京都市 中京区,"110,488","11,312","66,427","25,905","13,551"
2020100000,2020年度,26105,京都府 京都市 東山区,"36,602","2,716","20,201","11,489","3,389"
2020100000,2020年度,26106,京都府 京都市 下京区,"82,784","7,767","50,506","17,827","9,304"
2020100000,2020年度,26107,京都府 京都市 南区,"101,970","11,471","61,989","25,594","13,709"
2020100000,2020年度,26108,京都府 京都市 右京区,"202,047","21,865","114,420","54,886","26,727"
2020100000,2020年度,26109,京都府 京都市 伏見区,"277,858","30,129","160,493","78,621","37,090"
2020100000,2020年度,26110,京都府 京都市 山科区,"135,101","13,713","75,339","40,258","16,921"
2020100000,2020年度,26111,京都府 京都市 西京区,"149,837","18,247","86,053","40,301","22,476"
2020100000,2020年度,26201,京都府 福知山市,"77,306","10,041","42,693","22,974","12,467"
2020100000,2020年度,26202,京都府 舞鶴市,"80,336","9,756","43,185","25,438","12,321"
2020100000,2020年度,26203,京都府 綾部市,"31,846","3,462","15,767","12,313","4,295"
2020100000,2020年度,26204,京都府 宇治市,"179,630","21,985","103,635","53,800","27,435"
2020100000,2020年度,26205,京都府 宮津市,"16,758","1,595","7,873","7,245","2,118"
2020100000,2020年度,26206,京都府 亀岡市,"86,174","10,707","48,207","25,959","13,209"
2020100000,2020年度,26207,京都府 城陽市,"74,607","8,530","40,018","25,105","10,534"
2020100000,2020年度,26208,京都府 向日市,"56,859","7,849","32,857","15,164","9,488"
2020100000,2020年度,26209,京都府 長岡京市,"80,608","11,065","46,950","22,021","13,357"
2020100000,2020年度,26210,京都府 八幡市,"70,433","8,188","39,701","22,054","10,182"
2020100000,2020年度,26211,京都府 京田辺市,"73,753","10,641","43,138","17,311","13,004"
2020100000,2020年度,26212,京都府 京丹後市,"50,860","5,662","25,593","19,292","7,120"
2020100000,2020年度,26213,京都府 南丹市,"31,629","3,252","16,680","11,139","4,086"
2020100000,2020年度,26214,京都府 木津川市,"77,907","12,926","44,873","19,188","15,564"
2020100000,2020年度,26303,京都府 大山崎町,"15,953","2,327","9,183","4,351","2,765"
2020100000,2020年度,26322,京都府 久御山町,"15,250","1,772","8,361","4,875","2,208"
2020100000,2020年度,26343,京都府 井手町,"7,406",677,"4,124","2,562",867
2020100000,2020年度,26344,京都府 宇治田原町,"8,911","1,017","5,187","2,683","1,265"
2020100000,2020年度,26364,京都府 笠置町,"1,144",48,470,582,54
2020100000,2020年度,26365,京都府 和束町,"3,478",237,"1,584","1,655",314
2020100000,2020年度,26366,京都府 精華町,"36,198","5,089","21,907","9,035","6,377"
2020100000,2020年度,26367,京都府 南山城村,"2,391",154,"1,077","1,158",196
2020100000,2020年度,26407,京都府 京丹波町,"12,907","1,083","6,045","5,705","1,392"
2020100000,2020年度,26463,京都府 伊根町,"1,928",178,814,934,207
2020100000,2020年度,26465,京都府 与謝野町,"20,092","2,219","10,248","7,544","2,803"
2020100000,2020年度,27100,大阪府 大阪市,"2,752,412","290,649","1,686,757","676,821","348,488"
2020100000,2020年度,27102,大阪府 大阪市 都島区,"107,904","11,855","65,956","25,393","14,124"
2020100000,2020年度,27103,大阪府 大阪市 福島区,"79,328","9,680","52,725","14,675","11,190"
2020100000,2020年度,27104,大阪府 大阪市 此花区,"65,251","7,368","38,420","17,779","8,905"
2020100000,2020年度,27106,大阪府 大阪市 西区,"105,862","12,132","72,783","15,481","13,705"
2020100000,2020年度,27107,大阪府 大阪市 港区,"80,948","8,285","47,811","21,531","10,016"
2020100000,2020年度,27108,大阪府 大阪市 大正区,"62,083","6,297","35,413","19,826","7,874"
2020100000,2020年度,27109,大阪府 大阪市 天王寺区,"82,148","10,986","51,695","15,324","12,834"
2020100000,2020年度,27111,大阪府 大阪市 浪速区,"75,504","5,215","54,418","13,222","5,966"
2020100000,2020年度,27113,大阪府 大阪市 西淀川区,"95,864","10,842","59,239","24,429","13,449"
2020100000,2020年度,27114,大阪府 大阪市 東淀川区,"177,120","16,710","110,322","42,318","20,122"
2020100000,2020年度,27115,大阪府 大阪市 東成区,"84,906","8,546","52,177","20,671","10,354"
2020100000,2020年度,27116,大阪府 大阪市 生野区,"127,309","11,098","69,989","37,208","13,609"
2020100000,2020年度,27117,大阪府 大阪市 旭区,"89,670","9,290","52,468","26,621","11,231"
2020100000,2020年度,27118,大阪府 大阪市 城東区,"169,043","20,361","104,015","42,613","24,537"
2020100000,2020年度,27119,大阪府 大阪市 阿倍野区,"110,995","14,056","65,950","27,619","16,751"
2020100000,2020年度,27120,大阪府 大阪市 住吉区,"153,056","16,463","88,910","41,844","19,951"
2020100000,2020年度,27121,大阪府 大阪市 東住吉区,"127,849","14,088","73,906","36,491","17,080"
2020100000,2020年度,27122,大阪府 大阪市 西成区,"106,111","6,903","53,196","38,771","8,544"
2020100000,2020年度,27123,大阪府 大阪市 淀川区,"183,444","17,948","119,665","40,271","21,397"
2020100000,2020年度,27124,大阪府 大阪市 鶴見区,"112,691","16,544","69,064","25,397","19,956"
2020100000,2020年度,27125,大阪府 大阪市 住之江区,"120,072","12,539","68,120","36,509","15,235"
2020100000,2020年度,27126,大阪府 大阪市 平野区,"192,152","21,032","111,618","53,440","26,163"
2020100000,2020年度,27127,大阪府 大阪市 北区,"139,376","12,854","93,449","23,734","14,669"
2020100000,2020年度,27128,大阪府 大阪市 中央区,"103,726","9,557","75,448","15,654","10,826"
2020100000,2020年度,27140,大阪府 堺市,"826,161","102,091","471,667","233,131","125,139"
2020100000,2020年度,27141,大阪府 堺市 堺区,"148,682","15,567","87,217","40,015","18,949"
2020100000,2020年度,27142,大阪府 堺市 中区,"121,236","16,169","69,471","33,015","19,831"
2020100000,2020年度,27143,大阪府 堺市 東区,"85,043","10,637","47,086","25,672","12,951"
2020100000,2020年度,27144,大阪府 堺市 西区,"135,375","18,049","78,818","35,596","22,141"
2020100000,2020年度,27145,大阪府 堺市 南区,"138,464","15,817","72,947","48,005","19,917"
2020100000,2020年度,27146,大阪府 堺市 北区,"159,757","21,130","95,504","39,094","25,479"
2020100000,2020年度,27147,大阪府 堺市 美原区,"37,604","4,722","20,624","11,734","5,871"
2020100000,2020年度,27202,大阪府 岸和田市,"190,658","23,665","110,325","53,497","29,326"
2020100000,2020年度,27203,大阪府 豊中市,"401,558","54,916","240,797","105,379","65,558"
2020100000,2020年度,27204,大阪府 池田市,"104,993","12,844","61,529","27,786","15,638"
2020100000,2020年度,27205,大阪府 吹田市,"385,567","51,990","231,248","88,508","62,302"
2020100000,2020年度,27206,大阪府 泉大津市,"74,412","8,927","45,189","18,939","11,270"
2020100000,2020年度,27207,大阪府 高槻市,"352,698","43,042","200,510","102,233","52,617"
2020100000,2020年度,27208,大阪府 貝塚市,"84,443","10,856","49,800","23,013","13,712"
2020100000,2020年度,27209,大阪府 守口市,"143,096","15,437","83,146","40,885","18,777"
2020100000,2020年度,27210,大阪府 枚方市,"397,289","45,276","212,620","110,284","55,840"
2020100000,2020年度,27211,大阪府 茨木市,"287,730","39,221","171,964","68,701","47,682"
2020100000,2020年度,27212,大阪府 八尾市,"264,642","31,874","153,071","74,907","39,205"
2020100000,2020年度,27213,大阪府 泉佐野市,"100,131","11,488","60,883","26,232","14,356"
2020100000,2020年度,27214,大阪府 富田林市,"108,699","12,109","62,665","32,782","15,208"
2020100000,2020年度,27215,大阪府 寝屋川市,"229,733","25,895","129,383","68,059","31,818"
2020100000,2020年度,27216,大阪府 河内長野市,"101,692","10,330","54,254","36,016","12,914"
2020100000,2020年度,27217,大阪府 松原市,"117,641","12,546","66,990","35,266","15,749"
2020100000,2020年度,27218,大阪府 大東市,"119,367","13,870","70,833","31,451","17,163"
